game_name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,fk_publisher_id,fk_developer_id
The Last of Us,PS4,2014,Action,1.88,2.0,0.07,0.77,4.71,,,,,,4,2
The Simpsons: Hit & Run,PS2,2003,Racing,1.73,2.19,0.0,0.79,4.7,,,,,,24,2
Tony Hawk's Pro Skater 2,PS,2000,Sports,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,T,5,61
The Lord of the Rings: The Two Towers,PS2,2002,Action,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,T,8,66
Tomb Raider,PS,1996,Action,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,T,22,57
Animal Crossing: City Folk,Wii,2008,Simulation,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,E,1,1
Uncharted: The Nathan Drake Collection,PS4,2015,Action,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,T,4,67
The Legend of Zelda: A Link to the Past,SNES,1991,Action,2.42,0.91,1.15,0.13,4.61,,,,,,1,2
The Legend of Zelda: The Wind Waker,GC,2002,Action,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,E,1,1
Guitar Hero III: Legends of Rock,Wii,2007,Misc,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,T,5,68
Luigi's Mansion: Dark Moon,3DS,2013,Action,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,E,1,69
Forza Motorsport 4,X360,2011,Racing,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,E,2,54
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,1.87,1.96,0.22,0.48,4.53,,,,,,9,2
Madden NFL 2005,PS2,2004,Sports,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,E,8,58
Guitar Hero III: Legends of Rock,X360,2007,Misc,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,T,5,61
Pitfall!,2600,1981,Platform,4.21,0.24,0.0,0.05,4.5,,,,,,5,2
Madden NFL 07,PS2,2006,Sports,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,E,8,19
Halo 5: Guardians,XOne,2015,Shooter,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,T,2,16
Spider-Man: The Movie,PS2,2002,Action,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,E,5,7
Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,0.2,0.14,4.1,0.02,4.47,,,,,,25,2
Call of Duty: Infinite Warfare,PS4,2016,Shooter,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,M,5,8
God of War,PS2,2005,Action,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,M,4,64
Splatoon,WiiU,2015,Shooter,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,E10+,1,1
Nintendo Land,WiiU,2012,Misc,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,E10+,1,1
Tony Hawk's Pro Skater 3,PS2,2001,Sports,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,T,5,61
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,E,15,70
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,M,3,71
Zelda II: The Adventure of Link,NES,1987,Adventure,2.19,0.5,1.61,0.08,4.38,,,,,,1,2
Need for Speed: Most Wanted,PS2,2005,Racing,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,T,8,36
Michael Jackson: The Experience,Wii,2010,Misc,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,E10+,6,72
Call of Duty: Advanced Warfare,PS3,2014,Shooter,1.56,1.93,0.19,0.68,4.36,,,4.8,207.0,M,5,73
Resistance: Fall of Man,PS3,2006,Shooter,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,M,4,74
Sonic the Hedgehog,GEN,1991,Platform,3.03,0.91,0.26,0.13,4.34,,,,,,9,2
Kingdom Hearts II,PS2,2005,Role-Playing,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,E10+,16,47
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,2.09,1.31,0.62,0.31,4.33,,,,,,1,2
Super Mario 3D World,WiiU,2013,Platform,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9.0,1607.0,E,1,1
Minecraft,PS4,2014,Misc,1.48,2.02,0.14,0.68,4.32,,,,,,17,2
Asteroids,2600,1980,Shooter,4.0,0.26,0.0,0.05,4.31,,,,,,11,2
Call of Duty: Advanced Warfare,X360,2014,Shooter,2.77,1.11,0.0,0.4,4.29,,,4.9,221.0,M,5,73
FIFA 15,PS3,2014,Sports,0.58,3.02,0.04,0.64,4.28,,,4.5,109.0,E,8,19
Fable II,X360,2008,Role-Playing,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,M,2,60
Namco Museum,GBA,2001,Misc,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,E,26,75
Batman: Arkham Asylum,PS3,2009,Action,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,T,22,55
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,M,15,45
Assassin's Creed: Revelations,PS3,2011,Action,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,M,6,53
Fallout 4,XOne,2015,Role-Playing,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,M,7,18
FIFA 14,X360,2013,Sports,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,E,8,36
Daxter,PSP,2006,Platform,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,E10+,4,76
Warcraft II: Tides of Darkness,PC,1995,Strategy,1.7,2.27,0.0,0.23,4.21,,,,,,5,2
FIFA Soccer 06,PS2,2005,Sports,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,E,8,36
EyeToy Play,PS2,2003,Misc,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,E,4,77
Gran Turismo 5 Prologue,PS3,2007,Racing,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,E,4,5
Assassin's Creed: Revelations,X360,2011,Action,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,M,6,53
FIFA 12,X360,2011,Sports,0.84,2.78,0.02,0.53,4.18,,,,,,8,2
Teenage Mutant Ninja Turtles,NES,1989,Action,3.38,0.44,0.31,0.04,4.17,,,,,,27,2
Street Fighter IV,PS3,2009,Fighting,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,T,13,49
Excitebike,NES,1984,Racing,2.04,0.48,1.57,0.07,4.16,,,,,,1,2
Frogger,PS,1997,Action,3.79,0.27,0.0,0.11,4.16,,,,,,28,2
Madden NFL 2003,PS2,2002,Sports,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,E,8,19
Half-Life,PC,1997,Shooter,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,M,24,78
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,1.65,0.61,1.76,0.09,4.12,,,,,,1,2
FIFA Soccer 07,PS2,2006,Sports,0.71,2.48,0.03,0.89,4.11,,,,,,8,2
Street Fighter II Turbo,SNES,1992,Fighting,1.42,0.51,2.1,0.07,4.1,,,,,,13,2
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,T,5,42
Battlefield 1,PS4,2016,Shooter,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,M,8,30
God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,M,4,64
World Soccer Winning Eleven 9,PS2,2005,Sports,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,E,15,70
Fallout: New Vegas,X360,2010,Role-Playing,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,M,7,79
Forza Motorsport 2,X360,2007,Racing,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,E,2,54
Carnival Games,Wii,2007,Misc,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,E,3,80
Watch Dogs,PS4,2014,Action,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,M,6,53
Namco Museum Vol.3,PS,1996,Misc,2.28,1.55,0.16,0.06,4.05,,,,,,4,2
Tekken Tag Tournament,PS2,2000,Fighting,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,T,26,33
Far Cry 4,PS4,2014,Shooter,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,M,6,53
Star Fox 64,N64,1997,Shooter,2.78,0.58,0.64,0.04,4.03,,,,,,1,2
Golf,NES,1984,Sports,1.22,0.28,2.46,0.04,4.01,,,,,,1,2
Namco Museum: 50th Anniversary,PS2,2005,Misc,2.08,1.35,0.0,0.54,3.98,61.0,21.0,,,E10+,26,81
Left 4 Dead 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,M,8,78
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,M,26,82
Assassin's Creed: Unity,PS4,2014,Action,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,M,6,83
Batman: Arkham Knight,PS4,2015,Action,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,M,20,55
The Legend of Zelda: Skyward Sword,Wii,2011,Action,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,E10+,1,1
Fallout 3,PS3,2008,Role-Playing,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,M,7,18
Professor Layton and the Diabolical Box,DS,2007,Puzzle,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,E10+,1,50
Donkey Kong Land,GB,1994,Platform,1.97,0.76,1.07,0.11,3.91,,,,,,1,2
EA Sports Active,Wii,2009,Sports,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,E,8,36
Tony Hawk's Underground,PS2,2003,Sports,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,T,5,61
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,T,1,49
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,M,7,18
NBA 2K16,PS4,2015,Sports,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,E10+,3,84
Tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,T,26,33
Dragon Warrior III,NES,1988,Role-Playing,0.1,0.0,3.77,0.0,3.87,,,,,,25,2
MotorStorm,PS3,2006,Racing,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,T,4,85
Nintendogs + cats,3DS,2011,Simulation,1.44,1.41,0.73,0.27,3.85,,,,,,1,2
World Soccer Winning Eleven 8 International,PS2,2004,Sports,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,E,15,86
Sports Champions,PS3,2010,Sports,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,E10+,4,87
Namco Museum Vol.1,PS,1995,Misc,2.12,1.44,0.22,0.06,3.84,,,,,,4,2
The Legend of Zelda: Link's Awakening,GB,1992,Action,2.21,0.96,0.54,0.13,3.83,,,,,,1,2
Call of Duty: Ghosts,PS4,2013,Shooter,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,M,5,8
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,E,1,88
Tom Clancy's The Division,PS4,2016,Shooter,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219.0,M,6,89
Big Brain Academy: Wii Degree,Wii,2007,Misc,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,E,1,1
Resident Evil Director's Cut,PS,1996,Action,1.82,1.24,0.47,0.25,3.77,,,,,,18,2
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,2.23,0.47,0.81,0.26,3.77,,,,,,1,2
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,E10+,5,51
The Sims: Unleashed,PC,2002,Simulation,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0,T,8,90
Ratchet & Clank: Size Matters,PSP,2007,Platform,1.4,1.39,0.1,0.86,3.74,,,,,,4,2
Harry Potter and the Sorcerer's Stone,PS,2001,Action,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,E,8,91
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,1.12,1.87,0.27,0.45,3.72,,,,,,9,2
Resident Evil 3: Nemesis,PS,1999,Action,1.3,0.77,1.54,0.11,3.72,,,,,,22,2
Super Paper Mario,Wii,2007,Platform,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,E,1,56
Spyro: Year of the Dragon,PS,2000,Platform,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,E,4,74
Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,M,6,13
FIFA Soccer 2005,PS2,2004,Sports,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,E,8,36
Pokémon Trading Card Game,GB,1998,Strategy,1.49,0.73,1.38,0.1,3.7,,,,,,1,2
Friend Collection,DS,2009,Misc,0.0,0.0,3.67,0.0,3.67,,,,,,1,2
Tony Hawk's Pro Skater 4,PS2,2002,Sports,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,T,5,61
Star Wars Battlefront (2015),XOne,2015,Shooter,2.04,1.28,0.02,0.32,3.66,,,,,,8,2
MySims,DS,2007,Simulation,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,E,8,92
Midnight Club 3: DUB Edition,PSP,2005,Racing,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,E10+,3,26
Banjo-Kazooie,N64,1998,Platform,1.87,1.13,0.55,0.1,3.65,,,,,,1,2
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,M,4,93
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,E,4,34
Pokemon Snap,N64,1999,Simulation,2.23,0.68,0.66,0.06,3.63,,,,,,1,2
Pro Evolution Soccer 2008,PS2,2007,Sports,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,E,15,70
Resident Evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,M,13,49
Guitar Hero: World Tour,Wii,2008,Misc,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,T,5,68
FIFA Soccer 10,PS3,2009,Sports,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,E,8,19
Star Wars: Battlefront,PS2,2004,Shooter,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,T,19,94
Doom II: Hell on Earth,PC,1994,Shooter,2.05,1.4,0.0,0.16,3.61,,,,,,18,2
The Simpsons: Road Rage,PS2,2001,Racing,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,T,8,95
Luigi's Mansion,GC,2001,Action,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,E,1,1
Battlefield 4,PS4,2013,Shooter,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,M,8,30
Star Wars: Battlefront II,PS2,2005,Shooter,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,T,19,94
Just Dance 2014,Wii,2013,Misc,1.88,1.39,0.0,0.31,3.59,,,6.2,10.0,E10+,6,13
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,E,12,96
WWF SmackDown!,PS,2000,Fighting,2.01,1.35,0.06,0.16,3.58,,,,,,29,2
Croc: Legend of the Gobbos,PS,1997,Platform,1.57,1.79,0.0,0.2,3.56,,,,,,30,2
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,M,3,26
The Getaway,PS2,2002,Action,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,88.0,M,4,97
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,1.66,1.58,0.12,0.18,3.54,,,,,,22,2
James Bond 007: Agent Under Fire,PS2,2001,Shooter,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,T,8,98
LEGO Star Wars: The Video Game,PS2,2005,Action,1.98,1.14,0.01,0.41,3.53,,,,,,22,2
Rugrats in Paris: The Movie,PS,2000,Action,1.96,1.33,0.0,0.23,3.52,,,,,,29,2
FIFA Soccer 11,X360,2010,Sports,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,E,8,19
Spyro 2: Ripto's Rage!,PS,1999,Platform,2.14,1.21,0.01,0.17,3.52,,,,,,4,2
Left 4 Dead,X360,2008,Shooter,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,M,8,99
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,1.17,0.5,1.75,0.08,3.51,,,,,,1,2
Assassin's Creed: Unity,XOne,2014,Action,2.27,0.9,0.0,0.33,3.5,72.0,59.0,4.1,1005.0,M,6,83
Kung Fu,NES,1985,Action,1.64,0.38,1.42,0.06,3.5,,,,,,1,2
Resident Evil 5,X360,2009,Action,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,523.0,M,13,49
Assassin's Creed: Brotherhood,X360,2010,Action,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,M,6,53
FIFA Soccer 2004,PS2,,Sports,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,E,8,36
Battlefield 4,PS3,2013,Shooter,1.3,1.42,0.27,0.5,3.49,80.0,14.0,5.8,579.0,M,8,30
Batman: Arkham Asylum,X360,2009,Action,2.2,0.95,0.02,0.31,3.48,92.0,78.0,8.7,1080.0,T,22,55
Battlefield 4,X360,2013,Shooter,2.15,1.01,0.02,0.31,3.48,79.0,21.0,5.6,542.0,M,8,30
Battlefield: Bad Company 2,X360,2010,Shooter,2.1,1.01,0.04,0.32,3.47,88.0,75.0,8.6,869.0,M,8,30
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,1.21,1.62,0.27,0.37,3.46,,,,,,9,2
Guitar Hero: On Tour,DS,2008,Misc,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,E10+,5,68
Clubhouse Games,DS,2006,Misc,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,E,1,100
Monster Hunter 4,3DS,2013,Role-Playing,0.0,0.0,3.44,0.0,3.44,,,,,,13,2
Borderlands,X360,2009,Shooter,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,715.0,M,3,101
Tekken 4,PS2,2002,Fighting,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,T,26,33
Final Fantasy III,SNES,1994,Role-Playing,0.86,0.0,2.55,0.02,3.42,,,,,,10,2
Grand Theft Auto 2,PS,1998,Action,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,T,3,9
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,1.09,1.36,0.49,0.48,3.41,93.0,86.0,8.2,3943.0,M,15,102
Spider-Man 2,PS2,2004,Action,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,106.0,T,5,7
F-1 Race,GB,1990,Racing,1.73,0.69,0.59,0.4,3.41,,,,,,1,2
FIFA Soccer 2003,PS2,2002,Sports,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,E,8,36
LittleBigPlanet 2,PS3,2011,Platform,1.83,1.05,0.06,0.46,3.39,91.0,86.0,8.4,657.0,E,4,103
Crash Bash,PS,2000,Misc,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.2,99.0,E,4,104
Assassin's Creed Syndicate,PS4,2015,Action,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,M,6,105
LEGO Batman: The Videogame,X360,2008,Action,2.04,1.02,0.0,0.32,3.38,76.0,49.0,7.9,75.0,E10+,20,51
Destiny,XOne,2014,Shooter,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,T,5,12
WWF War Zone,PS,1998,Fighting,2.47,0.76,0.0,0.13,3.36,,,,,,31,2
The Legend of Zelda: Majora's Mask,N64,2000,Action,1.9,0.67,0.73,0.06,3.36,,,,,,1,2
Far Cry 3,PS3,2012,Shooter,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,M,6,53
Rugrats: Search For Reptar,PS,1998,Adventure,1.63,1.53,0.0,0.18,3.34,,,,,,29,2
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,0.0,0.99,2.32,0.02,3.33,,,,,,1,2
James Bond 007: Nightfire,PS2,2002,Shooter,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,T,8,104
Ratchet & Clank,PS2,2002,Platform,1.44,1.01,0.57,0.3,3.33,,,,,,4,2
Monster Hunter X,3DS,2015,Action,0.27,0.21,2.79,0.05,3.32,,,,,,13,2
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,T,19,106
The Legend of Zelda: Spirit Tracks,DS,2009,Action,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,228.0,E10+,1,1
Max Payne,PS2,2001,Shooter,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.5,86.0,M,3,107
Assassin's Creed IV: Black Flag,X360,2013,Action,1.9,1.11,0.01,0.29,3.3,86.0,35.0,7.9,701.0,M,6,13
The Lord of the Rings: The Return of the King,PS2,2003,Action,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.7,105.0,T,8,108
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,0.09,0.0,3.18,0.01,3.28,,,,,,1,2
Gears of War: Ultimate Edition,XOne,2015,Shooter,2.61,0.33,0.0,0.34,3.28,82.0,74.0,7.5,563.0,M,2,109
True Crime: Streets of LA,PS2,2003,Action,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8.0,94.0,M,5,110
Professor Layton and the Unwound Future,DS,2008,Puzzle,0.6,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0,E10+,1,50
Gran Turismo (PSP),PSP,2009,Racing,0.5,1.58,0.31,0.87,3.25,,,,,,4,2
FIFA 16,XOne,2015,Sports,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459.0,E,8,19
Wii Music,Wii,2008,Misc,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0,E,1,1
Tekken,PS,1995,Fighting,0.95,1.3,0.77,0.22,3.24,,,,,,4,2
Madden NFL 16,PS4,2015,Sports,2.34,0.3,0.0,0.6,3.24,83.0,37.0,5.9,180.0,E,8,19
Gran Turismo 6,PS3,2013,Racing,0.72,1.67,0.4,0.44,3.23,81.0,81.0,7.7,758.0,E,4,5
Halo: The Master Chief Collection,XOne,2014,Shooter,1.91,1.0,0.03,0.29,3.23,85.0,69.0,7.2,1267.0,M,2,16
007: Tomorrow Never Dies,PS,1999,Shooter,1.72,1.33,0.0,0.16,3.21,,,,,,8,2
Super Mario Maker,WiiU,2015,Platform,1.18,0.89,0.94,0.2,3.21,88.0,85.0,8.7,691.0,E,1,1
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,1.76,1.21,0.07,0.16,3.2,,,,,,29,2
Baseball,NES,1983,Sports,0.73,0.1,2.35,0.02,3.2,,,,,,1,2
Killer Instinct,SNES,1995,Fighting,2.26,0.72,0.12,0.1,3.2,,,,,,1,2
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,0.0,0.0,3.19,0.0,3.19,,,,,,25,2
God of War: Chains of Olympus,PSP,2008,Action,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,565.0,M,4,76
Enter the Matrix,PS2,2003,Action,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0,T,11,111
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8.0,463.0,T,16,47
Dance Central,X360,2010,Misc,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85.0,T,32,59
L.A. Noire,PS3,2011,Adventure,1.27,1.29,0.12,0.49,3.17,89.0,78.0,7.7,1010.0,M,3,112
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,95.0,E,17,33
Animal Crossing,GC,2001,Simulation,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,137.0,E,1,1
FIFA Soccer 08,PS2,2007,Sports,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0,E,8,36
Club Penguin: Elite Penguin Force,DS,2008,Adventure,1.87,0.97,0.0,0.3,3.14,,,8.0,37.0,E,33,113
Spider-Man,PS,2000,Action,1.7,1.25,0.02,0.16,3.13,87.0,19.0,9.0,107.0,E,5,61
Mario Party 9,Wii,2012,Misc,1.06,1.09,0.76,0.22,3.13,73.0,45.0,6.8,155.0,E,1,21
Need for Speed III: Hot Pursuit,PS,1998,Racing,2.14,0.86,0.0,0.13,3.12,88.0,13.0,,,E,8,36
Star Wars Episode I Racer,N64,1999,Racing,2.31,0.62,0.14,0.04,3.12,,,,,,1,2
Sonic Rush,DS,2005,Platform,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,101.0,E,9,114
Dragon Warrior IV,NES,1990,Role-Playing,0.08,0.0,3.03,0.01,3.12,,,,,,25,2
Rhythm Heaven,DS,2008,Misc,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9.0,63.0,E,1,1
Fallout: New Vegas,PS3,2010,Role-Playing,1.52,1.03,0.1,0.46,3.11,82.0,57.0,7.8,492.0,M,7,79
Personal Trainer: Cooking,DS,2006,Misc,0.9,1.0,1.03,0.17,3.11,81.0,12.0,7.8,10.0,E,1,115
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,604.0,M,6,116
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,1.4,1.01,0.46,0.23,3.1,91.0,81.0,8.9,1057.0,E,1,1
Resident Evil 6,PS3,2012,Shooter,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1304.0,M,13,49
Mass Effect 2,X360,2010,Role-Playing,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3143.0,M,8,117
